x,y
1.221040,-0.442241
-0.645345,-0.802576
-0.164804,0.441889
-1.130977,-0.618249
-0.422073,-1.196762
0.152024,-0.251654
-0.040970,-0.134569
-0.552934,-0.447085
1.068531,-0.167213
-0.885938,-0.491316
0.276670,-0.784495
0.368205,1.686084
0.436881,1.004418
0.338570,-0.023223
-0.218306,-0.024103
0.099581,0.114380
0.565027,0.087944
-0.710270,-1.549305
0.416654,0.097464
1.007037,-0.898270
1.245381,0.179671
-0.541322,-1.504286
-0.283828,-1.614851
-0.490678,-0.092616
0.437550,0.339841
-0.448682,-0.756183
0.221963,-0.148730
-0.452444,-0.714347
-0.331986,-0.095456
-1.040691,-0.258763
0.541554,-1.375742
-0.635596,-0.880616
0.877043,-0.614220
-0.370332,-0.271233
-0.031297,-0.322774
-0.804696,0.227513
0.312605,0.227932
0.533144,0.340211
-1.410233,1.624208
-0.331076,0.091454
-0.113562,-0.013618
0.753937,-0.485346
-0.349588,0.064079
-0.461713,-0.810718
-1.073301,0.471186
-0.927222,0.068557
0.537872,0.574526
0.527254,2.997197
0.091182,0.337308
0.390445,2.915067
-0.232071,-0.473585
-0.917476,-0.635212
-1.800688,1.809130
0.315405,1.453139
-1.841229,-1.364625
0.704440,0.655365
0.403414,0.493366
0.370727,-0.222442
0.642748,0.081346
-1.731848,1.081333
-0.845944,-1.787338
-0.380162,0.050644
0.488305,-0.085025
-0.844918,-0.987757
1.110276,-0.008825
0.368583,-0.557379
-1.145941,-0.765484
-1.391437,-0.649150
0.414044,0.092874
-0.592398,0.185161
-0.517259,-0.909827
0.449175,0.171905
-0.653391,-0.027935
-0.248475,-1.554145
-0.493642,-0.113591
0.314156,0.263439
-0.314643,-0.356876
0.094498,-0.026132
-1.432165,-1.187876
-0.447616,-0.680570
3.715988,0.087675
-1.426776,0.417905
0.641003,0.359481
-0.384056,0.466724
-0.220651,0.050961
-0.013224,-0.805236
-0.235076,-0.841153
-0.091379,0.607499
0.161868,-0.029906
1.231321,-0.709443
-0.806640,0.049160
0.235307,0.128540
0.342030,1.037410
0.216971,-0.514664
-0.386349,-0.426034
0.220956,-0.244474
-0.052521,-0.915402
0.078618,-0.924765
0.335758,-0.517957
0.201139,-1.746069
-0.488241,-0.932268
-0.093611,-0.273354
-0.034367,-0.852541
0.486528,0.032298
-0.410256,-0.661773
-0.399548,0.048857
-0.364768,1.131535
0.102641,-0.524195
-1.023110,-0.595217
-0.595335,-0.284381
-0.097874,-0.028615
-1.671565,-1.078671
-1.017251,-0.674001
0.457767,-0.621039
-0.146323,0.409819
-0.380463,-0.429033
-0.305225,-0.456885
0.695166,0.016454
0.046783,-0.685760
-0.037464,-0.136419
-0.334303,0.285978
0.004604,-0.102713
-0.290121,0.017759
-0.185838,-1.292713
0.340164,0.197193
0.103146,0.762838
0.714235,0.285658
0.267014,0.372185
0.511338,0.132691
-1.782573,-0.642424
0.658460,0.653772
0.096010,-0.490752
-0.710217,0.676126
-1.833861,-0.210826
0.005021,1.626257
-0.880058,0.014980
0.211290,0.298306
0.284308,1.340307
0.578980,1.082265
0.009303,0.241644
-1.170311,-0.668727
0.579554,0.322969
-0.514251,-1.045131
0.427813,-0.113033
0.159802,-0.225385
0.650354,0.047912
0.175341,-0.054730
0.766917,-0.391914
-0.741962,0.289221
-1.083153,0.280012
0.789734,0.123441
0.911055,-0.990047
0.471233,-0.671157
-0.532163,-0.389713
1.103619,-0.216235
0.298744,0.376768
0.444794,-0.514554
-0.720541,-0.892888
1.270226,-0.717771
0.076283,-0.761529
0.901769,0.026614
0.182794,-1.059387
-0.532925,-0.405328
-0.334138,-0.725202
1.362302,-0.995073
-0.396764,0.179160
0.061839,-0.064334
0.142714,0.292416
0.154512,0.833734
0.811715,0.310253
0.681720,-1.012368
0.283835,-0.632463
1.020953,-0.502362
0.839077,0.484416
-0.073328,-1.392512
0.787353,0.558215
0.035847,-0.146741
0.030254,-0.122154
0.857201,-0.134314
-0.980385,-0.448479
0.899263,-0.646586
0.684273,0.226946
-2.006279,-0.772281
0.477269,0.291367
0.905277,0.439538
1.508201,0.351174
-0.245294,-0.360099
-0.461022,-0.295846
0.633788,0.042014
0.112590,0.735088
-0.272072,-0.653654
0.508525,-0.402690
1.235113,0.214626
0.569893,-0.038814
-0.225334,-0.839910
1.084877,1.952315
0.236457,1.582510
0.039009,-0.227025
0.066847,-0.532793
-0.826914,-0.882798
1.229710,0.014839
-0.376950,-0.421749
0.087177,-0.419319
0.558334,-0.180222
0.210766,-1.093655
-0.796707,-2.209925
-0.102618,-0.467117
0.657030,0.038887
-0.410267,-0.336123
0.050654,-2.271008
0.346756,0.543681
-0.408748,-0.420571
0.381952,-0.071888
0.112188,-0.471613
-0.112095,1.191643
0.250396,-0.666195
0.153995,0.355111
0.152668,0.859187
-0.281678,-1.359841
0.745543,0.042613
0.895055,-2.199754
-0.832612,-1.261274
0.470243,-0.583691
-0.855633,-0.237363
-0.834451,-0.058524
-0.964399,1.349755
0.722300,0.122137
0.907039,0.616095
0.303115,0.244876
1.071869,0.144006
1.392194,-1.729838
-0.469494,-0.369947
1.075800,0.867888
1.177087,-0.366126
0.045002,-0.574507
-0.450523,-0.195082
1.131735,0.349875
0.709637,-1.156668
4.001710,-1.440924
-0.674847,-0.437932
-0.079295,-0.059215
-0.458690,-0.074848
0.081894,-0.509740
-0.653732,-0.319748
-0.315225,-0.620941
0.990419,-0.358302
-0.463333,-0.645156
-0.528699,-0.695682
-0.004777,0.379468
0.475627,-1.318377
0.667794,-0.891518
-0.201685,0.139254
-0.277290,-0.257883
0.045144,0.304876
0.151390,-0.880364
0.111734,-0.820138
0.055103,-0.072801
0.029788,-0.079308
-0.866272,-0.178792
-0.166989,1.434729
-0.610617,-0.083012
-0.154755,0.994642
1.180008,-0.165703
0.146515,-0.196983
-0.643555,-0.740732
-0.554782,-0.017156
1.237381,-1.592459
0.884494,-1.086340
-0.502932,0.124811
0.000578,0.174969
0.111343,-1.360166
-0.387656,0.216546
-0.005392,0.572878
-0.915554,0.599003
0.058783,0.261051
0.669569,-0.246050
-0.282556,0.410538
-0.187260,-1.399368
0.358604,-0.031876
-0.651162,0.797396
-1.714595,-1.248708
-1.285194,0.392681
0.780185,0.729180
-0.071981,-0.737450
0.338484,0.428091
-0.852916,-0.083355
0.465869,1.475130
-0.430763,0.563383
0.221199,-0.094332
-0.473538,-2.684508
-0.714173,-0.556430
-0.172656,0.866462
-0.435473,0.228105
1.520050,-0.979945
-0.481462,-0.564443
-0.829544,0.214211
1.045363,0.311451
-0.514956,-0.413372
0.884990,0.282592
0.209393,-0.120806
-1.415222,0.232374
-0.371362,-0.368723
0.849941,0.239533
0.168114,-0.324382
1.240937,0.725884
-0.586425,0.333483
-0.860949,-0.007143
-0.757782,0.123117
0.704965,0.100677
-0.509638,-0.217724
-0.356599,0.438169
-0.245736,1.202171
0.165929,0.032657
-0.435025,0.503379
-0.602073,0.026849
0.231832,0.339207
0.011337,-0.933761
0.699346,0.740554
-0.904004,-1.234369
0.936581,0.060277
-2.020580,1.136194
-0.264155,1.225268
0.204551,-0.842624
0.872986,-0.044576
-0.861840,0.224131
0.723162,0.332447
0.732560,1.014405
-0.099814,-0.383659
0.410022,-0.296372
0.681896,0.211109
-0.258323,-0.112673
0.555440,-0.068556
0.647740,0.057760
0.660119,0.244315
0.738289,0.198555
-0.018875,-0.130130
0.963877,-1.197541
-0.234873,-0.446128
-0.611817,-0.334665
0.632663,0.390701
-0.115683,-0.235492
0.307103,0.060783
0.053444,-0.505918
-0.523314,-0.558888
0.957805,-0.006466
-0.318232,1.331563
0.897460,-0.626270
0.221530,-0.957667
-0.673129,1.288978
1.032301,0.185969
-2.069904,-1.534053
-0.194284,-0.109353
0.097522,-0.195539
-0.114066,1.050823
0.403004,0.161900
-0.257503,0.251603
-1.019473,0.684974
-1.792523,0.346974
-1.840773,1.568105
0.461307,0.947002
-0.325381,0.165221
0.382632,0.324364
-1.489075,0.291180
-0.928353,0.575408
0.612692,0.819132
-0.177573,0.963492
-0.907903,0.579365
1.095804,0.713436
0.657496,0.080687
-0.455979,0.227830
0.156837,0.624480
-0.239094,0.133460
-0.144608,0.643838
1.145266,0.826078
-0.140678,-0.006810
-0.457883,0.948357
-0.102803,1.135635
1.349351,0.320407
-2.425465,-0.838340
-0.072788,1.050171
-0.444222,0.242308
-0.162669,0.083164
0.283853,-1.589045
0.532061,0.315883
-0.055552,-0.086216
-0.287768,-0.561639
-0.568221,-0.109993
-0.336241,0.127089
0.027324,-1.683521
0.579159,0.993894
0.120933,0.588822
0.351621,-0.618199
-0.573232,0.317387
-0.157847,0.321526
0.836529,-0.813068
0.438036,0.282372
-0.557466,1.092840
1.108631,-0.012339
-0.356660,-0.148377
0.323980,0.536732
-0.201299,-0.464373
-0.412932,0.150044
0.237873,-0.035064
0.492457,0.391145
0.912274,-0.037255
0.634965,-0.048550
0.388156,-0.344431
-1.597019,0.070404
1.022996,0.241566
0.728875,0.335821
0.132566,-0.219228
0.150824,0.008264
0.122401,0.035889
-0.696113,-0.663409
0.117911,0.038404
-0.295633,-0.732617
0.464718,-0.298878
0.432261,-0.048193
1.177828,1.322604
0.263423,0.486243
-0.982432,0.528381
-0.276467,0.348533
0.258505,-0.574314
-0.578493,-0.332609
-0.423000,0.505610
-0.605603,0.491323
-0.028333,0.427966
0.885304,1.028482
-0.104374,-0.456876
-0.115977,0.769481
-0.847552,0.447471
-0.726553,0.121981
0.037771,0.403499
0.300042,0.151568
0.056184,0.122098
-0.138779,0.312887
-0.245406,-0.039974
-0.335103,-0.712493
0.439760,0.021553
-0.003620,0.503929
0.260985,0.120204
0.099336,-0.048531
-0.911263,0.633998
0.022888,0.109262
0.484410,0.680577
-0.627782,-2.179730
-0.160608,-0.487286
-0.926153,-0.548435
-0.170920,0.021533
0.196444,-0.285912
0.227776,-0.545492
0.267625,0.174150
-0.581863,0.561939
0.228858,0.156912
-0.188789,-0.203417
-0.460107,-0.313986
0.386007,0.131498
0.179309,-0.096256
0.620483,-0.454029
0.121376,0.421771
0.424198,0.194426
0.160127,1.012236
0.469630,0.673813
0.399808,0.065471
0.058551,-0.037830
0.245906,-0.198743
0.507827,0.128575
0.586491,-0.625743
-0.077409,0.501575
-0.136572,0.289054
0.276719,0.465180
-1.718539,-0.803629
0.363843,-0.141046
0.271798,0.160919
-0.792440,-1.692780
0.831431,-1.047076
-0.731370,0.155842
0.078232,-0.607991
0.679363,0.291295
-0.240414,0.153205
0.568002,-0.037783
0.291643,-0.082093
0.145718,0.035048
0.276842,-1.101114
-0.259286,0.630238
-0.534895,-1.198176
-0.358443,-0.416542
0.113086,0.097225
-0.014710,0.128047
-0.014835,0.991185
0.652372,0.072725
0.023732,-0.084056
-0.391899,0.022714
0.358646,-0.049962
-0.032836,-0.683327
0.274762,-0.296121
0.706359,0.270329
0.314766,0.074992
1.045002,-1.101646
-0.630249,-0.497967
1.062354,0.180338
0.575911,-0.218443
-0.182409,-0.275201
0.460912,-0.603807
-1.508559,1.331386
0.400575,0.992223
-0.007700,-0.584927
-0.219460,0.307827
0.917269,-0.181257
0.747359,-0.891834
-0.151791,-0.279697
0.001347,0.906807
-1.388152,-0.230919
0.919690,0.104578
0.000972,-0.268932
0.734671,0.373350
0.302322,1.202245
-0.105958,-0.439946
-0.595542,-0.483399
-0.450378,-0.982418
0.428996,-0.043447
-0.261222,-0.313226
0.177153,-0.221479
0.583449,0.332478
0.894680,0.238695
-0.063056,-0.778378
-0.865932,-0.768924
0.779226,-0.724119
-0.337966,0.985092
1.029657,0.320551
0.597454,-1.371908
0.306312,-0.920164
-2.274221,-1.265267
0.601369,-0.224872
0.368008,-0.631070
-0.418729,-0.406385
-0.731219,0.490704
0.207575,-0.064793
0.490184,-0.147115
-0.307306,-0.409297
-1.303519,-1.941794
-0.144768,-0.309087
0.160734,-0.173619
-0.349530,0.016181
0.562087,-0.238613
-0.226746,-0.504822
0.404294,-0.251108
0.603554,-0.462368
-0.072475,-0.522875
-0.898778,-0.972618
-0.086684,0.474015
1.727115,-0.096130
0.267992,-0.573878
0.544560,-0.173544
-0.218947,0.113013
-0.011413,0.474158
0.142722,-0.369584
-0.026696,-0.099805
-0.464232,-0.623469
0.390783,-0.327377
1.847033,0.651095
0.423021,0.390612
-0.608667,-0.239580
-0.265413,0.899967
0.530967,0.036178
-1.283708,-0.841111
0.167997,-1.109197
1.619920,0.369747
-0.296732,-0.707493
0.497048,0.088488
-0.139105,-0.347998
-0.301468,-0.657575
0.456771,-0.371661
-0.775693,-0.578817
-0.673120,-0.307148
0.138224,0.252339
-0.110219,-0.355745
-0.477962,-0.509626
0.390873,0.110254
-0.214174,-2.168220
-0.420784,1.157898
-1.159244,0.643225
-0.893242,1.162933
-0.916166,0.690771
-0.692322,-0.547246
-0.101382,-0.470995
0.690679,-1.000198
-0.240255,0.147846
0.085945,-0.636156
-0.148461,-0.546732
0.186131,0.023217
-0.005038,-0.520201
-0.766639,-1.051156
0.021546,0.257357
-1.756257,-1.303806
0.062298,0.402307
1.171677,-0.222082
0.434820,-0.344086
-0.096351,-0.583118
-0.350256,0.028985
0.471492,-0.158127
0.167230,0.004680
0.552127,0.053564
0.640668,0.000707
0.298844,-0.079324
-0.343242,-0.860246
-0.306315,-0.744349
0.143362,-1.111222
1.395465,0.122557
0.017674,-0.426704
1.180391,-0.733808
0.486433,-0.813684
1.278372,0.354160
-0.470078,-1.500598
0.853596,-0.769110
0.430895,0.145156
0.362455,1.081095
1.308287,1.846497
0.473272,-0.235134
-0.161519,-1.230075
-0.227654,1.478648
-0.460221,-0.168596
0.095024,-0.003661
0.012426,-0.167720
-0.312660,-0.990767
-0.920973,-1.105221
-0.850704,-0.400706
0.738920,-0.364188
-0.951744,-0.030776
0.423285,0.155267
0.606445,0.127029
0.135221,-0.122402
0.967198,0.525188
0.097354,-0.046976
-1.753725,-0.166713
0.863781,-0.161602
0.142666,0.015708
-1.068603,-0.453451
0.504468,-0.670588
-0.698247,-1.617279
-0.406600,-0.875685
-0.998753,0.707013
0.551605,0.482504
0.623998,-0.467270
0.060032,0.062406
-0.812453,0.640431
0.302081,0.816520
0.700449,0.462925
0.867372,0.058254
-0.899980,-0.265997
-0.667556,-0.481131
-0.154296,-0.583292
0.898209,-0.077091
0.862017,-0.044838
0.029228,-0.394083
-2.061090,0.806016
-0.003074,0.398533
-0.227133,0.627711
0.200372,0.268584
-0.962283,0.223228
0.648736,0.303096
0.820757,0.404653
0.425451,0.663908
-0.455257,-0.594132
-1.334770,-0.243878
0.290911,0.550920
1.266120,-0.869169
-0.767417,0.512982
0.695983,0.235007
-0.822634,0.116379
-0.169586,-0.432053
-0.073386,-0.939377
0.628223,-0.179055
0.404415,-0.247014
0.888411,0.401460
0.795377,0.467216
0.534054,-0.793480
-0.391003,0.336834
-0.195750,0.371040
-0.462432,0.608162
0.367072,0.178299
-0.089706,0.481146
0.376357,-0.699608
-0.662322,0.401713
-0.230357,-0.221061
-2.822886,1.105790
0.588305,0.846273
-0.402859,0.155306
0.092334,-0.414340
0.626123,-0.095701
1.082422,-0.716802
0.431035,-0.364225
-0.011885,-0.109015
0.491173,0.055946
-0.536847,-0.785618
-0.612530,-0.458392
-0.559997,-0.282626
0.755037,-0.722853
-0.038357,-0.681085
-0.006580,-0.662926
0.697248,-0.411258
-0.812765,-0.606450
-0.453431,-0.476471
0.691139,0.153683
1.473276,-0.061361
0.269135,-1.144405
0.189624,-0.627399
-0.381579,-1.236542
1.399207,-0.952776
0.517901,0.144351
-1.158105,0.016675
0.892087,0.428978
0.489313,0.263799
0.797264,0.235570
0.112954,-1.291934
0.310814,-0.043774
-0.096980,-0.517689
0.361593,-1.736817
0.754342,0.056665
0.436398,-0.022285
-0.301518,0.157090
-0.332267,-0.023333
0.164563,0.377345
-0.329607,0.320131
0.903969,0.111872
-0.749534,-0.144961
0.869012,0.712556
0.261512,-0.296650
-0.897189,-1.363568
0.228521,-0.453479
0.463648,0.225934
0.652597,-0.465925
-0.901511,-0.361861
-0.411751,-1.502213
-0.363991,-0.362488
0.894424,0.298607
-0.986664,1.334030
0.398710,0.229848
0.196323,0.263546
-0.317696,-1.367398
0.037512,0.446501
0.286060,0.925025
0.445058,-0.269456
0.879318,0.225430
0.682084,-0.888071
-0.659488,-0.465721
0.508145,-0.201555
1.139784,-0.134258
0.294087,-0.018953
0.143024,0.189036
0.445330,0.140868
0.057489,1.154402
1.291382,0.742029
0.455728,-1.483061
0.810571,0.613607
1.639743,-1.322728
-0.758753,0.815616
-0.028486,1.021348
0.054132,0.411117
-0.365594,-0.259411
0.117830,-0.401636
-0.474412,0.339979
0.174758,0.320681
-0.063911,-0.016312
-0.741698,0.439914
-0.330729,0.313066
0.768788,0.988294
-0.700085,0.122715
-0.384182,0.363566
0.163781,0.037573
-0.202779,0.185402
0.473646,0.798112
0.215716,0.528568
-0.681456,0.676807
-1.000459,0.457549
-0.361223,-0.082438
-0.817384,0.454834
-0.915809,0.573548
-0.902355,0.680428
0.458980,0.228304
-0.429369,0.187203
-0.350865,0.588335
0.245490,-0.380177
0.331925,-0.317871
-0.650639,-0.466884
0.244595,-0.811112
0.232229,-0.218220
-0.910129,0.333304
0.052306,0.137527
-0.375395,0.659162
-0.642320,1.137424
0.774571,0.436455
0.095561,-0.036653
0.541312,-0.788545
-1.095841,0.296385
-0.492342,0.463770
-0.071172,1.644483
-0.700435,0.673930
-0.115999,0.456956
0.416850,0.171035
-0.987674,-0.476251
0.707975,0.603851
-0.231135,-1.025172
1.078142,-0.793776
0.464341,-0.713747
0.033719,-0.173694
1.003418,-1.148244
-0.301757,0.863503
1.352588,-0.096756
-2.725837,-0.692710
1.007799,0.086528
0.183862,-0.150062
-0.867682,-0.302668
0.706229,-0.434798
0.029235,0.350042
0.118188,-0.339985
-0.710121,-0.361452
-0.603698,-0.705712
-0.613797,-0.478964
1.037706,-0.305868
0.090554,-0.338574
-1.298041,-0.660256
1.465164,-1.389630
0.666466,0.263779
-0.085996,0.002775
0.978043,-0.124796
0.581738,1.703880
0.204683,-0.212315
-1.791607,-0.625186
0.257353,-0.001776
0.284766,-0.389193
-1.435632,-0.978880
-0.707294,0.240667
0.400015,0.185223
-0.930473,-0.780174
-0.304144,0.354731
-0.234541,-0.267228
0.234936,-1.363383
0.539627,0.558699
0.019388,-0.259902
0.227980,0.103864
-0.960815,0.795084
-0.196609,0.264103
0.748396,-0.029964
-0.214005,-0.402995
1.743758,-0.155591
0.295957,-0.234904
-0.352837,-0.724868
-0.730669,-0.919581
0.415379,0.008579
0.974415,0.496029
0.016679,-0.648330
-0.337069,-0.500584
-0.506744,0.406984
0.019747,-1.379565
1.169802,-0.061970
0.717193,0.009049
0.719060,0.193693
-0.888285,-0.223521
0.841730,0.161734
-0.911233,0.870080
0.614146,0.011119
-0.327322,1.721056
0.067056,1.207326
-1.013524,-0.075252
0.334228,0.369792
0.909164,0.561954
-0.177107,-0.584578
-0.717999,-0.145228
0.619154,1.005733
-0.994680,-1.046190
-0.147257,-0.137844
0.777225,-0.364303
0.016781,-0.490686
0.292264,0.077149
-1.359059,-1.179100
1.457707,-0.988159
1.178360,-1.313491
-1.338941,-0.631643
0.116088,-0.302239
-0.332633,0.179782
-0.557304,-0.514957
0.358679,-0.707067
0.623425,-0.553787
0.359104,0.043352
0.019004,-0.520401
0.595974,-0.182270
0.202806,-0.095044
-0.277826,-0.616706
0.610833,-0.747096
-0.916927,0.765351
0.335037,0.314639
0.158679,-0.754426
0.083938,0.187623
0.223980,0.244520
0.359220,0.255021
0.231759,-0.299907
0.366055,-0.195084
0.108595,0.717185
0.379775,-0.448636
0.253467,-0.539281
-0.620957,-0.874364
0.361856,0.158231
-0.371277,-0.061805
0.469520,0.100566
0.321485,0.219006
-0.600474,0.666707
-0.645556,0.583921
-0.472513,0.078264
-0.383595,0.166451
0.356266,0.587830
0.501549,-0.329024
0.269855,0.201662
0.051136,0.646032
-0.016569,0.497584
0.049190,0.389097
-0.981536,-0.616562
-0.150207,0.442767
0.701062,-0.744933
0.356955,-0.294089
0.432492,-0.374076
0.175239,0.147285
0.498961,0.359227
0.378429,-0.412497
-0.432475,-0.226143
0.307675,-0.104438
0.198485,0.052933
-0.528397,-0.747399
0.230496,1.096535
0.212076,0.346138
-0.074654,0.099937
-0.037040,-0.219476
-0.018233,-0.035289
-0.321188,0.273714
0.612705,-1.228627
-0.373849,-0.488550
-0.523429,-0.132963
-0.001016,-0.025467
0.367979,0.313092
0.752062,0.188936
-1.086115,-1.214829
0.889625,0.045594
-0.901904,-0.859883
-0.125362,-0.606233
0.991121,-0.868980
0.109675,-1.343667
0.396637,0.054983
-0.369466,0.409178
0.291428,0.326774
0.374068,0.075072
0.357360,0.310119
1.160541,-0.841106
-0.239298,-0.718592
-0.121866,-0.144224
-0.069408,-0.731479
1.114431,-0.591287
0.039169,-0.579011
0.777015,-0.427590
0.621941,0.423498
0.776373,-0.068281
0.802268,-0.914348
1.473409,-0.847715
0.867143,1.382337
0.304424,-0.125082
0.352298,0.182839
0.285214,-0.019935
-0.337279,-0.118336
-0.102632,0.017326
-0.216933,0.950958
-0.782670,0.421745
-0.942730,0.498872
0.111713,0.426608
0.711257,0.126698
-0.105219,-0.659545
0.736569,0.015433
-0.553007,0.126857
-0.328299,-0.247048
1.384260,-0.270364
-0.335844,-0.095947
-0.104555,0.525058
0.017784,0.626034
-0.163731,0.978916
-0.012947,-0.284495
0.489896,0.232509
-0.123119,0.046037
-0.453334,0.076609
0.127682,0.085699
0.030788,-0.154513
0.292344,-0.483547
0.057321,0.523332
1.594842,-0.403377
-0.417619,-0.384420
0.501543,0.583990
0.311483,-0.999721
-0.165877,-0.728228
-0.530556,-0.379133
0.103682,0.163183
-0.995111,0.044120
0.088097,0.508630
0.543212,0.239686
0.009584,0.391488
-0.160781,0.797549
-0.140479,0.794048
0.745979,0.471847
0.327999,-0.209907
-0.414329,-1.074786
0.318067,-1.070493
0.217462,-0.442292
0.750275,-0.340509
0.991756,-0.038723
0.488414,0.340940
-0.230014,-1.115750
-0.383117,-0.659783
0.137589,-0.194108
0.703009,0.206239
1.205121,0.524252
0.985076,-0.183952
0.939319,0.667829
0.007396,-0.164381
0.315974,0.183084
0.430448,0.109082
0.552379,-0.471163
-1.010818,0.346099
0.003056,-0.289196
-0.013528,0.259186
0.225489,-0.428149
0.297815,-0.374397
0.223052,0.066385
0.100027,0.187549
-0.399152,0.859902
-0.481702,-0.260027
1.723814,-0.149653
0.627017,-0.057620
0.647842,-0.781166
-0.265386,-1.028747
0.004926,-0.630484
0.593776,0.311543
0.303386,-0.256214
0.343425,-0.439848
0.998721,-0.176551
1.057752,0.536225
-0.301942,0.391396
-0.134979,0.322621
-0.018773,0.439609
0.418848,0.300815
-0.339227,-1.055262
-0.043530,0.621957
0.305762,-0.973095
-1.438804,0.660970
-0.554071,-0.899826
-0.502306,0.508163
-0.834228,0.507654
-0.390342,0.221481
-0.014043,0.330661
-0.448817,0.325003
-0.176589,0.114105
0.808320,-0.871636
-0.025490,0.103100
0.553620,0.119054
-0.777564,0.608275
-0.567858,0.313153
-0.179908,-0.055931
-0.787597,1.257593
0.469127,-0.058303
0.362601,-0.230697
-0.014756,-0.269250
-0.022960,0.730838
-1.213383,0.145966
0.004941,0.388490
0.898558,0.073856
-0.255736,-0.390737
-0.299645,-0.153161
1.206161,0.025908
0.360101,0.162822
0.363281,-0.005998
0.115196,1.170208
0.050707,0.321351
0.252834,0.713270
-0.013271,0.754004
0.041860,0.711008
-0.848465,-0.469253
0.195960,0.230310
1.301265,-0.106238
-0.888183,-0.258843
0.075253,0.571612
-0.603454,0.310815
-0.504347,0.387568
-0.010489,0.521217
-0.129505,-0.493364
0.532052,-0.002271
-0.365373,-0.363876
0.433253,0.096211
0.111275,-0.171643
-0.632110,-0.101445
